Gene,TCGA-CA-6717-01A-11R-1839-07,TCGA-CK-4951-01A-01R-1410-07,TCGA-WS-AB45-01A-11R-A41B-07,TCGA-A6-6781-01B-06R-A277-07,TCGA-A6-6781-01A-22R-A278-07,TCGA-A6-6781-01A-22R-1928-07,TCGA-D5-6928-01A-11R-1928-07,TCGA-AD-5900-01A-11R-1653-07,TCGA-A6-6780-01A-11R-A278-07,TCGA-A6-6780-01B-04R-A277-07,TCGA-A6-6780-01A-11R-1839-07,MAX,AVG,MED,MIN
BCL9L,2299.3561,2673.8976,3052.5691,1387.4622,757.2331,1929.2205,2537.0528,1893.1276,113.6676,627.5371,782.5012,3052.5691,1641.23862727273,1893.1276,113.6676
BTBD8,7.204,1.0669,10.0572,15.1057,63.1825,10.043,15.3322,2.0747,23.0082,4.451,1.9773,63.1825,13.9547909090909,10.043,1.0669
C3orf70,266.0964,318.6344,397.0593,817.9758,509.7682,236.7288,204.4293,218.8797,276.7857,685.4599,111.7153,817.9758,367.593890909091,276.7857,111.7153
COX18,495.7226,393.3144,295.2801,525.6798,328.8364,216.6428,285.3492,233.9212,1119.1621,1465.8754,735.5413,1465.8754,554.120481818182,393.3144,216.6428
STPG2,0,1.7781,0,0.7553,0.9573,0,0.8518,0,0,1.4837,0,1.7781,0.529654545454545,0,0
SH3PXD2B,1591.6254,1536.9844,7668.0311,3808.9124,2950.4328,2817.7905,1401.6184,1371.888,390.1099,1034.1246,397.9239,7668.0311,2269.94921818182,1536.9844,390.1099
MICU3,17.1094,13.8691,28.5625,129.9094,56.4814,15.7819,17.4617,9.8548,10.3022,23.7389,1.4829,129.9094,29.5049272727273,17.1094,1.4829
TRIM59,284.1873,274.0256,230.9139,977.9758,614.9144,194.7967,457.2658,168.1535,836.0096,958.457,287.4642,977.9758,480.378527272727,287.4642,168.1535
CCDC85C,896.29,1257.2262,722.8048,225.8459,1010.0302,1036.7432,905.1405,1517.9098,599.4712,382.8635,1116.8117,1517.9098,879.194272727273,905.1405,225.8459
KRT73,0,0,0,0,0,0,1.7036,0,0,0,0,1.7036,0.154872727272727,0,0
S100A7A,0,0,0,0,0,0,0,0,0,1.4837,0,1.4837,0.134881818181818,0,0
ST8SIA6,9.9054,1.4225,2.0114,9.0634,6.7012,2.8694,3.4072,0.5187,7.2115,4.451,0.9886,9.9054,4.41366363636364,3.4072,0.5187
B4GALNT4,227.3751,23.8265,8.8504,34.7432,313.998,572.9316,176.3203,342.3237,43.956,4.451,434.5032,572.9316,198.479909090909,176.3203,4.451
RXFP4,29.7163,11.3798,0.4023,0,20.5822,46.8675,11.4991,2.0747,17.1703,0,25.2101,46.8675,14.9911181818182,11.4991,0
TMPRSS11A,0.4502,0,0,12.8399,0.9573,0.9565,0,0,0,0,0,12.8399,1.38217272727273,0,0
MYLK4,18.0099,21.3371,17.7007,32.4773,23.9328,18.1731,13.6286,11.9295,22.3214,13.3531,5.9318,32.4773,18.0723,18.0099,5.9318
TREML1,2.7015,1.4225,2.4137,16.6163,0,1.913,5.1107,0.5187,2.0604,1.4837,2.9659,16.6163,3.3824,2.0604,0
RSPO2,9.005,1.4225,1.6092,22.6586,2.8719,3.8259,8.5179,12.4481,0,4.451,0,22.6586,6.07364545454546,3.8259,0
VWA2,492.1207,528.8051,156.8927,82.3263,82.8074,75.0837,79.6422,70.0207,703.9835,195.8457,529.9061,703.9835,272.494009090909,156.8927,70.0207
FREM2,41.4228,0,0,11.3293,1.436,0,2.5554,4.668,1.0302,11.8694,0.4943,41.4228,6.80049090909091,1.436,0
NACA2,128.7708,75.0356,72.8143,262.8399,291.5012,118.1253,126.9165,150.9336,399.7253,707.7151,202.175,707.7151,230.595690909091,150.9336,72.8143
ZNF404,37.8208,7.8236,22.9305,49.0937,18.1889,9.0866,33.2198,38.3817,13.3929,25.2226,10.3806,49.0937,24.1401545454545,22.9305,7.8236
FAM71F2,0.9005,7.1124,6.0343,20.3927,4.7866,2.3912,9.3697,1.0373,0,17.8042,0.4943,20.3927,6.39301818181818,4.7866,0
KLRG2,34.6691,0.3556,0,0,2.3933,1.4347,0,0,1.717,4.451,1.9773,34.6691,4.27254545454545,1.4347,0
TUBB8,8.1045,12.8023,5.2298,0,5.7439,8.6083,10.2215,4.1494,0.3434,2.9674,8.8977,12.8023,6.09710909090909,5.7439,0
RTN4RL2,15.7587,8.5349,19.7122,16.6163,8.1371,43.5198,6.8143,21.7842,1.3736,8.9021,8.4034,43.5198,14.5051454545455,8.9021,1.3736
LCE3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA12,25.2139,17.7809,4.8275,111.0272,22.4968,25.825,12.7768,26.971,20.6044,62.3145,21.7499,111.0272,31.9625363636364,22.4968,4.8275
POLN,12.6069,1.4509,25.7465,33.9879,14.8287,11.0139,10.3024,1.0373,19.581,37.5519,10.4301,37.5519,16.2306818181818,12.6069,1.0373
KCTD4,0.9005,0,0,154.8338,13.881,0,0.4259,1.556,61.1264,170.6231,0,170.6231,36.6678818181818,0.9005,0
SCIMP,56.7312,26.4331,53.5044,57.8323,39.9582,36.2506,120.5281,17.1162,71.5419,100.8605,96.4607,120.5281,61.5652,56.7312,17.1162
COA6,468.2575,452.7027,270.7405,121.6012,259.4313,306.5519,261.925,543.5685,540.8654,324.9258,594.1671,594.1671,376.794263636364,324.9258,121.6012
SLC9A4,3.602,0,0,0,0.9573,0.4782,0,0,1.0302,1.4837,0,3.602,0.686490909090909,0,0
GLYATL3,0.4502,0,0,0,0,0,0,0,0,0,0,0.4502,0.040927272727273,0,0
FAM102A,1419.6308,1576.1024,1867.8279,1230.3625,627.0388,1959.8278,2621.8058,2008.2988,311.1264,632.0475,1147.306,2621.8058,1400.12497272727,1419.6308,311.1264
ZNF772,45.9253,17.7809,88.5036,378.3988,264.2179,79.3879,98.8075,17.6349,74.5192,114.2433,8.8977,378.3988,108.028818181818,79.3879,8.8977
AMTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC88C,1334.9842,1029.5164,595.79,523.4139,1013.3138,684.8398,2395.6559,1408.7137,655.9066,881.3056,951.0628,2395.6559,1043.13660909091,951.0628,523.4139
ANKRD65,65.7362,18.4922,46.2632,60.423,35.8992,88.4744,60.9029,42.5311,3.4341,14.8368,8.8977,88.4744,40.5355272727273,42.5311,3.4341
TUBB8,18.9104,48.7198,5.2298,43.0514,80.8928,105.2128,55.7922,0,22.3214,29.6736,63.7667,105.2128,43.0519,43.0514,0
ZFP62,806.8438,417.4964,371.3128,1189.577,1038.6825,507.4127,631.6014,448.1328,949.5192,1439.1691,516.5596,1439.1691,756.027936363636,631.6014,371.3128
SYCE3,0,10.3129,2.0114,0,13.881,24.3902,1.7036,11.4108,0,2.9674,1.9773,24.3902,6.24132727272727,2.0114,0
AMY2B,4.9662,0.3556,2.3695,27.7644,3.3506,3.6633,4.3782,0.9336,4.8077,5.1929,1.4829,27.7644,5.38771818181818,3.6633,0.3556
EIF4A1,0,0.3556,0,158.6103,1518.7741,0.4782,1.7036,0.5187,393.8874,163.2047,0.9886,1518.7741,203.501927272727,0.9886,0
ZBTB8A,287.258,235.4196,331.4862,988.497,485.8354,271.8221,234.6678,177.9046,313.5302,713.1602,191.3,988.497,384.625554545455,287.258,177.9046
RPL17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
